date_mutation,valeur_fonciere,code_postal,nom_commune,surface_carrez,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2015-06-19,66500.0,44300,Nantes,,Maison,50.0,2,122.0,-1.5255370000000001,47.266395
2015-06-17,77000.0,44000,Nantes,30.33,Appartement,31.0,2,,-1.5546659999999999,47.219237
2015-06-03,240000.0,44000,Nantes,,Maison,125.0,5,162.0,-1.535801,47.220742
2015-06-04,187000.0,44300,Nantes,,Maison,60.0,3,472.0,-1.525124,47.244504
2015-06-12,421770.0,44800,Saint-Herblain,,Maison,137.0,5,516.0,-1.647317,47.206759999999996
2015-06-08,188500.0,44000,Nantes,50.7,Appartement,50.0,2,,-1.5469870000000001,47.210003
2015-06-09,241142.44,44800,Saint-Herblain,,Maison,93.0,5,328.0,-1.6441290000000002,47.208227
2015-06-11,320000.0,44300,Nantes,,Maison,109.0,5,240.0,-1.562889,47.237934
2015-06-08,355000.0,44300,Nantes,,Maison,210.0,6,701.0,-1.5289549999999998,47.244566
2015-06-12,119000.0,44000,Nantes,,Appartement,84.0,4,,-1.5240129999999998,47.215424
2015-06-12,228104.0,44000,Nantes,84.9,Appartement,84.0,4,,-1.5240129999999998,47.215424
2015-06-11,265000.0,44230,Saint-Sébastien-sur-Loire,,Maison,115.0,5,442.0,-1.526162,47.202252
2015-06-12,465000.0,44300,Nantes,,Maison,218.0,6,569.0,-1.536024,47.24035
2015-06-04,130000.0,44230,Saint-Sébastien-sur-Loire,64.3,Appartement,64.0,2,,-1.512779,47.207637
2015-06-03,52000.0,44100,Nantes,31.03,Appartement,33.0,1,,-1.591107,47.199152000000005
2015-06-16,226000.0,44300,Nantes,,Maison,42.0,3,375.0,-1.522605,47.29323
2015-06-19,370000.0,44300,Nantes,108.77,Maison,109.0,6,,-1.582023,47.236886
2015-06-03,141000.0,44000,Nantes,67.79,Appartement,66.0,3,,-1.5541209999999999,47.221656
2015-06-17,220000.0,44300,Nantes,73.72,Maison,73.0,4,,-1.507578,47.242806
2015-06-09,280000.0,44230,Saint-Sébastien-sur-Loire,,Maison,95.0,4,452.0,-1.491193,47.199502
2015-06-02,103000.0,44800,Saint-Herblain,63.79,Appartement,63.0,3,,-1.64785,47.216452000000004
2015-06-06,228000.0,44000,Nantes,70.06,Appartement,66.0,4,,-1.566682,47.219319
2015-06-24,225000.0,44300,Nantes,,Maison,83.0,4,302.0,-1.515188,47.267236
2015-06-26,193000.0,44100,Nantes,60.82,Appartement,60.0,3,,-1.587999,47.204469
2015-06-16,290000.0,44000,Nantes,77.94,Appartement,86.0,4,,-1.554829,47.228675
2015-06-10,100470.0,44300,Nantes,47.69,Appartement,47.0,2,,-1.532163,47.252618
2015-06-04,130000.0,44000,Nantes,,Appartement,30.0,1,,-1.53129,47.221994
2015-06-16,66235.0,44300,Nantes,54.11,Appartement,60.0,3,,-1.569344,47.25612
2015-06-16,66235.0,44300,Nantes,,Appartement,72.0,4,,-1.569344,47.25612
2015-06-18,245000.0,44200,Nantes,68.53,Appartement,68.0,3,,-1.529461,47.19373
2015-06-09,141000.0,44230,Saint-Sébastien-sur-Loire,39.62,Appartement,39.0,2,,-1.512623,47.191936
2015-06-22,482500.0,44000,Nantes,,Maison,87.0,4,237.0,-1.5637889999999999,47.226839
2015-06-12,155000.0,44230,Saint-Sébastien-sur-Loire,,Maison,80.0,4,90.0,-1.5178690000000001,47.193647
2015-05-11,124000.0,44300,Nantes,63.58,Appartement,63.0,3,,-1.5246979999999999,47.267266
2015-06-25,352000.0,44000,Nantes,128.78,Appartement,131.0,5,,-1.555996,47.212511
2015-06-24,78000.0,44300,Nantes,,Appartement,29.0,1,,-1.531859,47.23805
2015-06-23,450415.3,44100,Nantes,,Maison,100.0,5,520.0,-1.5829280000000001,47.199984
2015-06-03,203000.0,44300,Nantes,,Maison,93.0,4,479.0,-1.525004,47.239545
2015-06-23,425000.0,44000,Nantes,,Maison,127.0,6,207.0,-1.578811,47.226420000000005
2015-06-18,161000.0,44300,Nantes,50.2,Appartement,50.0,2,,-1.510768,47.238945
2015-06-08,235000.0,44100,Nantes,,Maison,49.0,3,227.0,-1.5910030000000002,47.201137
2015-06-17,110700.0,44300,Nantes,,Appartement,79.0,3,,-1.53134,47.249708
2015-06-17,110700.0,44300,Nantes,69.16,Appartement,79.0,3,,-1.53134,47.249708
2015-06-15,145000.0,44000,Nantes,48.12,Appartement,46.0,2,,-1.562373,47.219802
2015-06-18,250000.0,44800,Saint-Herblain,,Maison,106.0,5,570.0,-1.6372209999999998,47.215055
2015-06-16,262000.0,44230,Saint-Sébastien-sur-Loire,,Maison,134.0,7,547.0,-1.494991,47.207974
2015-06-12,160000.0,44230,Saint-Sébastien-sur-Loire,,Maison,54.0,3,459.0,-1.500229,47.197154
2015-06-22,241000.0,44300,Nantes,,Maison,88.0,4,208.0,-1.587046,47.241303
2015-06-03,120365.0,44200,Nantes,77.62,Appartement,77.0,4,,-1.531796,47.186934
2015-06-05,48000.0,44100,Nantes,,Appartement,60.0,2,,-1.608688,47.20899
2015-06-10,259000.0,44230,Saint-Sébastien-sur-Loire,,Maison,97.0,4,400.0,-1.507533,47.194835999999995
2015-06-24,180000.0,44230,Saint-Sébastien-sur-Loire,,Maison,66.0,4,810.0,-1.500872,47.195304
2015-06-18,120000.0,44800,Saint-Herblain,53.09,Appartement,50.0,2,,-1.602386,47.239425
2015-06-29,70000.0,44000,Nantes,41.97,Appartement,42.0,2,,-1.534808,47.219822
2015-06-23,430000.0,44300,Nantes,,Maison,110.0,5,221.0,-1.538715,47.234019
2015-07-02,295000.0,44230,Saint-Sébastien-sur-Loire,,Maison,160.0,5,784.0,-1.475517,47.194202000000004
2015-06-15,305000.0,44800,Saint-Herblain,,Maison,126.0,5,494.0,-1.6017620000000001,47.242206
2015-06-11,293000.0,44300,Nantes,,Maison,94.0,5,186.0,-1.5575370000000002,47.248118
2015-06-04,381176.0,44230,Saint-Sébastien-sur-Loire,,Maison,175.0,6,64.0,-1.508667,47.191385
2015-06-04,145000.0,44300,Nantes,48.96,Appartement,48.0,2,,-1.553496,47.248674
2015-06-22,317000.0,44300,Nantes,,Maison,118.0,5,,-1.520111,47.228845
2015-06-15,385000.0,44230,Saint-Sébastien-sur-Loire,,Maison,221.0,8,450.0,-1.500799,47.207562
2015-06-10,325000.0,44300,Nantes,,Maison,80.0,3,99.0,-1.566114,47.238853999999996
2015-06-12,700000.0,44000,Nantes,130.13,Appartement,126.0,5,,-1.573461,47.21906
2015-06-24,78000.0,44000,Nantes,33.9,Appartement,35.0,1,,-1.5549309999999998,47.223836
2015-06-26,140000.0,44300,Nantes,69.36,Maison,69.0,3,,-1.497991,47.25994
2015-06-17,130000.0,44000,Nantes,49.16,Appartement,49.0,2,,-1.53121,47.23076
2015-06-22,88400.0,44300,Nantes,65.5,Appartement,65.0,3,,-1.516226,47.228032
2015-06-10,95000.0,44000,Nantes,39.47,Appartement,40.0,2,,-1.559925,47.226689
2015-06-26,260000.0,44800,Saint-Herblain,,Appartement,69.0,3,338.0,-1.593842,47.234344
2015-06-26,260000.0,44800,Saint-Herblain,,Appartement,43.0,1,338.0,-1.593842,47.234344
2015-06-25,180000.0,44800,Saint-Herblain,,Maison,82.0,4,255.0,-1.654611,47.213031
2015-06-26,140000.0,44000,Nantes,42.75,Appartement,43.0,2,,-1.558877,47.21309
2015-06-12,103000.0,44200,Nantes,50.54,Appartement,50.0,2,,-1.531622,47.210507
2015-06-12,242000.0,44100,Nantes,,Maison,80.0,4,151.0,-1.593393,47.201221000000004
2015-06-26,85000.0,44100,Nantes,41.9,Appartement,48.0,1,,-1.571085,47.210734
2015-06-22,195443.36,44800,Saint-Herblain,,Maison,78.0,4,50.0,-1.642828,47.208337
2015-06-29,258000.0,44800,Saint-Herblain,,Maison,110.0,5,449.0,-1.597202,47.234541
2015-06-22,195430.14,44800,Saint-Herblain,,Maison,78.0,4,98.0,-1.642527,47.208216
2015-06-24,147100.0,44300,Nantes,74.2,Maison,72.0,3,,-1.516147,47.269453000000006
2015-06-12,350000.0,44200,Nantes,,Maison,81.0,4,390.0,-1.5264659999999999,47.187537
2015-07-01,236500.0,44800,Saint-Herblain,,Maison,95.0,4,370.0,-1.5942889999999998,47.240313
2015-06-30,164100.0,44800,Saint-Herblain,,Appartement,63.0,3,,-1.607418,47.214504999999996
2015-06-29,230000.0,44100,Nantes,,Maison,108.0,3,124.0,-1.580243,47.201856
2015-07-01,225000.0,44100,Nantes,,Maison,76.0,4,150.0,-1.606651,47.211743
2015-06-23,209500.0,44300,Nantes,,Maison,97.0,5,329.0,-1.510551,47.278292
2015-06-30,161000.0,44300,Nantes,60.34,Appartement,59.0,3,,-1.5160639999999999,47.23713
2015-06-19,63000.0,44000,Nantes,13.77,Appartement,31.0,1,,-1.5559129999999999,47.212374
2015-06-19,63000.0,44000,Nantes,,Appartement,56.0,2,,-1.5559129999999999,47.212374
2015-06-23,45000.0,44300,Nantes,22.08,Appartement,22.0,1,,-1.540816,47.254003999999995
2015-06-25,200000.0,44610,Indre,,Maison,102.0,5,584.0,-1.653818,47.196822999999995
2015-06-22,112000.0,44230,Saint-Sébastien-sur-Loire,,Maison,30.0,2,98.0,-1.513663,47.192832
2015-06-09,126000.0,44100,Nantes,64.99,Appartement,65.0,3,,-1.576502,47.207926
2015-06-18,195466.16,44800,Saint-Herblain,,Maison,78.0,4,72.0,-1.6426779999999999,47.208275
2015-06-26,620000.0,44000,Nantes,,Maison,134.0,6,591.0,-1.538096,47.224018
2015-06-26,182500.0,44000,Nantes,68.83,Appartement,69.0,3,,-1.536987,47.220595
2015-06-26,182500.0,44000,Nantes,,Appartement,53.0,2,,-1.536987,47.220595
2015-06-11,290000.0,44100,Nantes,,Maison,130.0,6,353.0,-1.598942,47.20255
2015-07-01,354000.0,44000,Nantes,,Maison,86.0,4,217.0,-1.5283209999999998,47.22428
2015-06-25,103500.0,44000,Nantes,33.38,Appartement,33.0,2,,-1.558343,47.22397
2015-06-26,218000.0,44000,Nantes,71.49,Appartement,69.0,3,,-1.566685,47.218746
2015-06-26,218000.0,44000,Nantes,,Appartement,67.0,3,,-1.566685,47.218746
2015-06-30,151165.0,44300,Nantes,,Appartement,31.0,1,,-1.543253,47.235155999999996
2015-06-30,184000.0,44300,Nantes,71.84,Maison,67.0,4,,-1.512635,47.233641999999996
2015-06-25,68000.0,44000,Nantes,17.41,Appartement,18.0,1,,-1.565817,47.213458
2015-06-23,73000.0,44300,Nantes,22.79,Appartement,21.0,1,,-1.544866,47.251567
2015-06-23,330000.0,44000,Nantes,,Maison,100.0,5,132.0,-1.567731,47.228882
2015-07-02,199800.0,44000,Nantes,,Maison,41.0,2,148.0,-1.546429,47.227802000000004
2015-06-29,88000.0,44000,Nantes,,Maison,210.0,8,275.0,-1.561688,47.225339
2015-06-29,242000.0,44000,Nantes,77.46,Appartement,74.0,3,,-1.547519,47.210157
2015-07-02,210000.0,44000,Nantes,64.0,Appartement,64.0,3,,-1.5474700000000001,47.227015
2015-06-12,280000.0,44300,Nantes,,Maison,95.0,4,991.0,-1.506351,47.234856
2015-06-22,150000.0,44200,Nantes,72.0,Appartement,73.0,3,,-1.53837,47.196031
2015-07-02,255000.0,44300,Nantes,,Maison,115.0,6,298.0,-1.513838,47.272112
2015-06-23,209000.0,44300,Nantes,,Maison,90.0,4,234.0,-1.584971,47.24106
2015-07-02,405000.0,44000,Nantes,,Maison,132.0,5,655.0,-1.524354,47.225840000000005
2015-07-02,182000.0,44300,Nantes,78.37,Appartement,78.0,4,,-1.5252629999999998,47.266931
2015-06-29,276500.0,44000,Nantes,88.17,Appartement,80.0,3,,-1.55712,47.212528000000006
2015-06-30,250000.0,44300,Nantes,72.79,Appartement,73.0,3,,-1.527696,47.262331
2015-06-24,113566.44,44300,Nantes,43.87,Appartement,44.0,2,,-1.540758,47.240641
2015-06-30,168801.96,44300,Nantes,,Appartement,72.0,3,,-1.540758,47.240641
2015-07-01,94000.0,44100,Nantes,39.21,Appartement,39.0,2,,-1.57843,47.206225
2015-06-22,116621.86,44300,Nantes,45.18,Appartement,44.0,2,,-1.540758,47.240641
2015-06-10,175000.0,44800,Saint-Herblain,,Maison,67.0,4,285.0,-1.584071,47.23572
2015-06-18,122000.0,44000,Nantes,,Appartement,59.0,3,,-1.543591,47.226537
2015-06-12,250000.0,44000,Nantes,,Maison,89.0,4,168.0,-1.5315290000000001,47.223741
2015-06-17,163000.0,44000,Nantes,42.05,Appartement,41.0,2,,-1.551667,47.215497
2015-06-12,205000.0,44300,Nantes,,Maison,89.0,5,258.0,-1.506118,47.256182
2015-06-10,224000.0,44000,Nantes,,Maison,97.0,4,118.0,-1.530251,47.222208
2015-06-24,90300.0,44800,Saint-Herblain,68.7,Appartement,70.0,3,,-1.662898,47.205669
2015-06-15,223000.0,44800,Saint-Herblain,61.07,Appartement,61.0,3,,-1.6403919999999999,47.206594
2015-06-30,215000.0,44000,Nantes,71.78,Appartement,71.0,3,,-1.536987,47.220595
2015-06-30,215000.0,44000,Nantes,,Appartement,53.0,2,,-1.536987,47.220595
2015-07-01,103000.0,44300,Nantes,40.5,Appartement,40.0,2,,-1.532163,47.252618
2015-06-17,66500.0,44000,Nantes,25.96,Appartement,24.0,1,,-1.5385799999999998,47.225231
2015-06-18,630000.0,44300,Nantes,,Maison,220.0,5,315.0,-1.570864,47.231125
2015-07-08,556920.35,44100,Nantes,,Maison,150.0,6,227.0,-1.578677,47.203813000000004
2015-06-26,123300.0,44200,Nantes,62.02,Appartement,63.0,2,,-1.55987,47.204955
2015-07-01,320000.0,44300,Nantes,,Maison,121.0,6,573.0,-1.5317209999999999,47.248957
2015-06-30,145000.0,44100,Nantes,,Maison,35.0,2,106.0,-1.592633,47.210302
2015-07-10,170000.0,44610,Indre,,Maison,73.0,4,39.0,-1.6753360000000002,47.200691
2015-06-29,115000.0,44300,Nantes,45.76,Appartement,48.0,1,,-1.576126,47.236707
2015-06-19,78000.0,44000,Nantes,42.19,Appartement,26.0,2,,-1.541461,47.228595
2015-06-22,240000.0,44300,Nantes,,Maison,76.0,3,442.0,-1.505401,47.237464
2015-06-19,70000.0,44000,Nantes,,Appartement,24.0,1,,-1.560619,47.227373
2015-06-24,270000.0,44200,Nantes,,Maison,116.0,7,352.0,-1.531068,47.200264000000004
2015-06-24,73000.0,44200,Nantes,27.86,Appartement,27.0,1,,-1.524067,47.208949
2015-06-18,358000.0,44000,Nantes,,Maison,92.0,5,108.0,-1.552471,47.23234
2015-06-24,220000.0,44230,Saint-Sébastien-sur-Loire,,Maison,82.0,5,479.0,-1.509572,47.189612
2015-06-12,172000.0,44230,Saint-Sébastien-sur-Loire,,Maison,91.0,5,212.0,-1.485067,47.203313
2015-06-30,248000.0,44300,Nantes,88.16,Appartement,87.0,4,,-1.5830600000000001,47.238237
2015-06-26,55000.0,44000,Nantes,14.62,Appartement,15.0,1,,-1.546902,47.212777
2015-06-26,150000.0,44800,Saint-Herblain,,Maison,36.0,1,168.0,-1.590908,47.237307
2015-06-25,186000.0,44230,Saint-Sébastien-sur-Loire,,Maison,74.0,5,310.0,-1.4871219999999998,47.201885
2015-06-26,203000.0,44230,Saint-Sébastien-sur-Loire,,Maison,90.0,4,311.0,-1.5066700000000002,47.200745
2015-06-19,65000.0,44000,Nantes,18.15,Appartement,18.0,1,,-1.55719,47.226787
2015-06-11,250000.0,44230,Saint-Sébastien-sur-Loire,,Maison,78.0,4,347.0,-1.497287,47.197576
2015-06-16,130000.0,44100,Nantes,,Maison,130.0,6,140.0,-1.611752,47.200051
2015-06-14,260000.0,44300,Nantes,,Maison,100.0,6,325.0,-1.568655,47.236028999999995
2015-06-15,192000.0,44230,Saint-Sébastien-sur-Loire,,Maison,85.0,4,381.0,-1.484138,47.195825
2015-06-19,250000.0,44300,Nantes,,Maison,95.0,4,128.0,-1.5562479999999999,47.254311
2015-06-12,125000.0,44230,Saint-Sébastien-sur-Loire,,Maison,61.0,2,233.0,-1.5178459999999998,47.197287
2015-06-15,12000.0,44000,Nantes,,Appartement,173.0,7,,-1.569325,47.230782
2015-06-15,167000.0,44000,Nantes,,Appartement,60.0,3,,-1.5739889999999999,47.222991
2015-07-03,520000.0,44100,Nantes,,Maison,195.0,7,244.0,-1.5868149999999999,47.227221
2015-06-02,105000.0,44100,Nantes,,Maison,26.0,1,218.0,-1.601811,47.206583
2015-06-15,150000.0,44610,Indre,,Maison,60.0,4,495.0,-1.650986,47.19461
2015-06-15,165000.0,44610,Indre,,Maison,70.0,5,250.0,-1.6492040000000001,47.193821
2015-07-02,220000.0,44800,Saint-Herblain,,Maison,76.0,3,374.0,-1.600637,47.241772999999995
2015-06-15,340000.0,44200,Nantes,,Maison,134.0,4,430.0,-1.535204,47.191996
2015-06-26,92000.0,44000,Nantes,23.22,Appartement,24.0,1,,-1.5416219999999998,47.228331
2015-07-09,220000.0,44800,Saint-Herblain,,Maison,90.0,5,424.0,-1.61011,47.21626
2015-06-24,500000.0,44000,Nantes,,Appartement,1.0,0,,-1.551844,47.220228999999996
2015-06-16,50000.0,44800,Saint-Herblain,66.92,Appartement,67.0,3,,-1.616778,47.208892
2015-07-03,177500.0,44100,Nantes,,Maison,62.0,4,217.0,-1.5956489999999999,47.221042
2015-06-16,163000.0,44000,Nantes,66.9,Appartement,66.0,3,,-1.566677,47.232509
2015-06-11,160000.0,44300,Nantes,,Maison,62.0,4,320.0,-1.5700209999999999,47.256077000000005
2015-06-15,180000.0,44300,Nantes,,Maison,77.0,4,384.0,-1.575058,47.261153
2015-06-10,250000.0,44100,Nantes,,Maison,72.0,4,288.0,-1.585394,47.226621
2015-06-30,110000.0,44100,Nantes,60.9,Appartement,66.0,3,,-1.571252,47.210978000000004
2015-06-25,181000.0,44100,Nantes,64.47,Appartement,62.0,3,,-1.5708389999999999,47.211883
2015-07-01,300000.0,44300,Nantes,,Maison,74.0,5,407.0,-1.5803639999999999,47.236165
2015-06-26,185000.0,44100,Nantes,,Appartement,74.0,4,,-1.5837459999999999,47.211381
2015-07-01,210000.0,44230,Saint-Sébastien-sur-Loire,,Maison,79.0,4,197.0,-1.476675,47.194979
2015-06-30,128000.0,44800,Saint-Herblain,,Appartement,66.0,3,,-1.648323,47.215659
2015-06-25,46644.0,44800,Saint-Herblain,,Appartement,39.0,1,,-1.611233,47.212189
2015-07-09,155000.0,44100,Nantes,37.72,Appartement,50.0,2,,-1.581717,47.208769000000004
2015-06-26,200000.0,44300,Nantes,66.11,Appartement,66.0,3,,-1.510768,47.238945
2015-06-29,710000.0,44000,Nantes,,Maison,211.0,7,237.0,-1.571069,47.222424
2015-07-08,155000.0,44300,Nantes,60.17,Appartement,61.0,3,,-1.51429,47.240731
2015-07-07,356000.0,44300,Nantes,,Maison,114.0,4,316.0,-1.513693,47.22485
2015-06-17,70500.0,44000,Nantes,25.58,Appartement,24.0,1,,-1.5552700000000002,47.21954
2015-06-18,180000.0,44000,Nantes,64.96,Appartement,66.0,2,,-1.550381,47.231534
2015-07-07,500000.0,44300,Nantes,,Appartement,17.0,1,874.0,-1.565732,47.233847999999995
2015-07-07,500000.0,44300,Nantes,,Appartement,39.0,1,874.0,-1.565732,47.233847999999995
2015-07-07,500000.0,44300,Nantes,,Appartement,119.0,6,874.0,-1.565732,47.233847999999995
2015-06-18,193400.0,44200,Nantes,79.71,Maison,80.0,4,,-1.534935,47.188183
2015-06-18,175000.0,44800,Saint-Herblain,,Maison,51.0,4,254.0,-1.590925,47.238172
2015-06-13,3300.0,44000,Nantes,,Appartement,42.0,3,,-1.56002,47.225935
2015-06-22,246000.0,44300,Nantes,,Maison,77.0,4,187.0,-1.515233,47.231269
2015-06-27,212000.0,44800,Saint-Herblain,64.2,Appartement,63.0,3,,-1.5999700000000001,47.235159
2015-06-22,312000.0,44100,Nantes,,Appartement,66.0,3,,-1.581243,47.217807
2015-06-29,110000.0,44610,Indre,,Maison,66.0,4,46.0,-1.675499,47.199559
2015-07-03,718000.0,44000,Nantes,,Maison,135.0,6,838.0,-1.5674489999999999,47.231969
2015-06-22,260000.0,44800,Saint-Herblain,,Maison,90.0,5,420.0,-1.597483,47.239812
2015-07-07,218300.0,44100,Nantes,58.81,Appartement,59.0,3,,-1.578902,47.206468
2015-06-30,135000.0,44000,Nantes,42.94,Appartement,44.0,2,,-1.5665799999999999,47.214226000000004
2015-07-06,350000.0,44200,Nantes,,Maison,104.0,4,209.0,-1.531195,47.191655
2015-06-26,590000.0,44100,Nantes,,Maison,191.0,5,337.0,-1.582106,47.217909999999996
2015-06-24,267500.0,44800,Saint-Herblain,,Maison,107.0,6,476.0,-1.643299,47.211659000000004
2015-06-29,48000.0,44100,Nantes,19.0,Appartement,18.0,1,,-1.570238,47.211446
2015-06-24,160000.0,44000,Nantes,72.4,Appartement,66.0,3,,-1.557609,47.223931
2015-07-03,285500.0,44000,Nantes,83.32,Appartement,87.0,3,,-1.5582209999999999,47.215251
2015-06-30,270000.0,44200,Nantes,,Maison,70.0,3,342.0,-1.529555,47.184833000000005
2015-06-26,158000.0,44300,Nantes,,Appartement,64.0,3,,-1.569209,47.236865
2015-06-26,286000.0,44000,Nantes,,Maison,77.0,4,203.0,-1.537599,47.224472999999996
2015-06-26,89300.0,44200,Nantes,48.37,Appartement,50.0,2,,-1.548606,47.200378
2015-07-02,114000.0,44100,Nantes,38.03,Appartement,39.0,2,,-1.571774,47.210341
2015-06-24,230000.0,44100,Nantes,,Maison,73.0,4,226.0,-1.603359,47.20644
2015-06-24,77000.0,44200,Nantes,,Appartement,32.0,1,,-1.5403120000000001,47.194738
2015-06-29,339000.0,44100,Nantes,,Appartement,135.0,5,,-1.570349,47.214519
2015-06-26,300000.0,44230,Saint-Sébastien-sur-Loire,,Maison,76.0,4,630.0,-1.4811450000000002,47.194578
2015-07-09,825000.0,44000,Nantes,,Maison,240.0,7,110.0,-1.575157,47.220663
2015-06-18,170000.0,44100,Nantes,,Maison,70.0,3,312.0,-1.5926719999999999,47.205609
2015-06-17,45000.0,44000,Nantes,,Appartement,40.0,1,,-1.53322,47.219926
2015-06-26,304000.0,44100,Nantes,,Maison,72.0,4,102.0,-1.5849739999999999,47.209231
2015-06-22,420000.0,44100,Nantes,,Maison,161.0,6,368.0,-1.587378,47.219415000000005
2015-06-17,492200.0,44000,Nantes,,Maison,148.0,4,166.0,-1.567379,47.229715
2015-06-26,72000.0,44000,Nantes,,Appartement,22.0,1,,-1.555169,47.217451000000004
2015-06-26,522219.19,44230,Saint-Sébastien-sur-Loire,,Appartement,61.0,3,,-1.479555,47.194682
2015-06-26,522219.19,44230,Saint-Sébastien-sur-Loire,,Appartement,62.0,3,,-1.479555,47.194682
2015-06-26,522219.19,44230,Saint-Sébastien-sur-Loire,,Appartement,47.0,2,,-1.479555,47.194682
2015-06-26,522219.19,44230,Saint-Sébastien-sur-Loire,,Appartement,75.0,4,,-1.479555,47.194682
2015-07-07,430622.0,44000,Nantes,,Maison,70.0,4,142.0,-1.565762,47.229468
2015-07-07,775000.0,44000,Nantes,,Maison,130.0,6,362.0,-1.565012,47.229762
2015-06-24,60000.0,44200,Nantes,41.24,Appartement,34.0,2,,-1.552916,47.205929
2015-07-06,1077500.0,44000,Nantes,,Maison,325.0,10,458.0,-1.573294,47.224537
2015-07-06,163466.15,44300,Nantes,68.9,Appartement,69.0,3,,-1.522342,47.270571000000004
2015-06-23,265000.0,44300,Nantes,93.91,Appartement,97.0,5,,-1.524935,47.233278999999996
2015-07-07,232000.0,44230,Saint-Sébastien-sur-Loire,,Maison,91.0,4,420.0,-1.492682,47.206339
2015-06-30,210000.0,44000,Nantes,44.09,Appartement,44.0,2,,-1.55113,47.210798
2015-06-30,210000.0,44000,Nantes,44.32,Appartement,43.0,2,,-1.55113,47.210798
2015-06-30,190200.0,44000,Nantes,70.37,Appartement,70.0,4,,-1.577639,47.226884999999996
2015-06-30,85000.0,44230,Saint-Sébastien-sur-Loire,57.13,Maison,40.0,2,,-1.503581,47.197949
2015-06-24,180000.0,44300,Nantes,79.4,Maison,80.0,4,,-1.510278,47.243495
2015-06-19,300000.0,44300,Nantes,,Maison,112.0,6,305.0,-1.510828,47.271732
2015-06-29,200000.0,44300,Nantes,60.14,Appartement,58.0,3,,-1.5316,47.238443
2015-06-30,51700.0,44300,Nantes,19.65,Appartement,20.0,1,,-1.517677,47.283797
2015-06-19,130000.0,44200,Nantes,58.35,Appartement,62.0,2,,-1.531796,47.186934
2015-06-26,96400.0,44800,Saint-Herblain,,Appartement,83.0,4,,-1.662898,47.205669
2015-06-19,46000.0,44000,Nantes,17.31,Appartement,17.0,1,,-1.530734,47.221773999999996
2015-07-06,221800.0,44100,Nantes,,Maison,59.0,3,120.0,-1.579475,47.208238
2015-07-02,103500.0,44000,Nantes,33.23,Appartement,36.0,1,,-1.552834,47.215959999999995
2015-06-29,107770.0,44000,Nantes,73.81,Appartement,71.0,4,,-1.5806639999999998,47.226482
2015-06-25,122000.0,44300,Nantes,43.96,Appartement,44.0,2,,-1.5715379999999999,47.239043
2015-07-10,98000.0,44300,Nantes,17.34,Appartement,18.0,1,,-1.517677,47.283797
2015-07-10,98000.0,44300,Nantes,17.33,Appartement,18.0,1,,-1.517677,47.283797
2015-06-26,495000.0,44000,Nantes,,Maison,107.0,4,135.0,-1.56471,47.228017
2015-06-25,480000.0,44100,Nantes,,Maison,160.0,5,401.0,-1.599556,47.20003
2015-07-03,74000.0,44000,Nantes,26.45,Appartement,27.0,1,,-1.5550959999999998,47.223886
2015-07-07,222304.5,44300,Nantes,,Maison,60.0,4,260.0,-1.5757139999999998,47.256242
2015-06-30,205000.0,44230,Saint-Sébastien-sur-Loire,,Maison,91.0,5,388.0,-1.492616,47.204822
2015-07-01,188000.0,44000,Nantes,70.0,Appartement,68.0,4,,-1.577639,47.226884999999996
2015-07-09,134000.0,44000,Nantes,,Appartement,56.0,2,,-1.551165,47.222581
2015-07-01,42000.0,44300,Nantes,16.58,Appartement,18.0,1,,-1.517677,47.283797
2015-06-30,700000.0,44100,Nantes,,Maison,229.0,6,271.0,-1.578036,47.216297
2015-07-10,415000.0,44800,Saint-Herblain,,Maison,148.0,4,340.0,-1.653616,47.20864
2015-06-29,58500.0,44000,Nantes,19.13,Appartement,19.0,1,,-1.550099,47.223887
2015-06-29,250000.0,44300,Nantes,,Maison,89.0,3,230.0,-1.579772,47.234973
2015-07-15,195000.0,44000,Nantes,70.86,Appartement,70.0,3,,-1.5512299999999999,47.223199
2015-06-30,265770.0,44230,Saint-Sébastien-sur-Loire,,Maison,100.0,4,620.0,-1.512415,47.1942
2015-06-29,331000.0,44230,Saint-Sébastien-sur-Loire,,Maison,139.0,6,373.0,-1.509808,47.199348
2015-07-08,84000.0,44000,Nantes,25.04,Appartement,25.0,1,,-1.553871,47.224042
2015-06-19,63000.0,44100,Nantes,,Appartement,17.0,1,,-1.57172,47.210933000000004
2015-07-10,103300.0,44300,Nantes,54.37,Appartement,50.0,3,,-1.563635,47.236768
2015-06-26,197000.0,44800,Saint-Herblain,92.29,Maison,91.0,4,,-1.6505169999999998,47.225714
2015-06-26,210000.0,44000,Nantes,75.38,Appartement,73.0,3,,-1.573121,47.222476
2015-06-26,84000.0,44200,Nantes,32.85,Appartement,43.0,2,,-1.553601,47.206415
2015-06-24,163000.0,44300,Nantes,62.38,Appartement,61.0,3,,-1.559056,47.234583
2015-07-10,480000.0,44000,Nantes,,Maison,119.0,6,196.0,-1.556559,47.229684999999996
2015-07-06,115000.0,44000,Nantes,48.96,Appartement,49.0,2,,-1.5328950000000001,47.222497
2015-07-02,215000.0,44300,Nantes,,Maison,86.0,4,168.0,-1.533188,47.253563
2015-07-06,412000.0,44000,Nantes,,Maison,138.0,7,304.0,-1.524641,47.225778999999996
